"CASE"	"SERIAL"	"REF"	"QUESTNNR"	"MODE"	"STARTED"	"TR01_01"	"TR01_01a"	"TR01_02"	"TR01_02a"	"TR01_03"	"TR01_03a"	"TR01_04"	"TR01_04a"	"TR01_05"	"TR01_05a"	"TR01_06"	"TR01_06a"	"TR01_07"	"TR01_07a"	"TR01_08"	"TR01_08a"	"TR01_09"	"TR01_09a"	"TR01_10"	"TR01_10a"	"TR01_11"	"TR01_11a"	"TR01_12"	"TR01_12a"	"TR01_13"	"TR01_13a"	"TR01_14"	"TR01_14a"	"TR01_15"	"TR01_15a"	"TR01_16"	"TR01_16a"	"TR01_17"	"TR01_17a"	"TR02_01"	"TR02_01a"	"TR02_02"	"TR02_02a"	"TR02_03"	"TR02_03a"	"TR02_04"	"TR02_04a"	"TR02_05"	"TR02_05a"	"TR02_06"	"TR02_06a"	"TR02_07"	"TR02_07a"	"TR02_08"	"TR02_08a"	"TR02_09"	"TR02_09a"	"TR02_10"	"TR02_10a"	"TR02_11"	"TR02_11a"	"TR02_12"	"TR02_12a"	"TR02_13"	"TR02_13a"	"TR02_14"	"TR02_14a"	"TR02_15"	"TR02_15a"	"TR02_16"	"TR02_16a"	"TR02_17"	"TR02_17a"	"TR02_18"	"TR02_18a"	"TR02_19"	"TR02_19a"	"TR02_20"	"TR02_20a"	"TR02_21"	"TR02_21a"	"TR02_22"	"TR02_22a"	"TR02_23"	"TR02_23a"	"TR02_24"	"TR02_24a"	"TR02_25"	"TR02_25a"	"TR02_26"	"TR02_26a"	"TR02_27"	"TR02_27a"	"TR02_28"	"TR02_28a"	"TR02_29"	"TR02_29a"	"TR02_30"	"TR02_30a"	"TR02_31"	"TR02_31a"	"TR02_32"	"TR02_32a"	"TR02_33"	"TR02_33a"	"TR02_34"	"TR02_34a"	"TR02_35"	"TR02_35a"	"TR02_36"	"TR02_36a"	"TR02_37"	"TR02_37a"	"TR02_38"	"TR02_38a"	"TR02_39"	"TR02_39a"	"TR02_40"	"TR02_40a"	"TR02_41"	"TR02_41a"	"TR02_42"	"TR02_42a"	"TR02_43"	"TR02_43a"	"TR02_44"	"TR02_44a"	"TR02_45"	"TR02_45a"	"TR02_46"	"TR02_46a"	"TR02_47"	"TR02_47a"	"TR02_48"	"TR02_48a"	"TR02_49"	"TR02_49a"	"TR02_50"	"TR02_50a"	"TR02_51"	"TR02_51a"	"TR02_52"	"TR02_52a"	"TR02_53"	"TR02_53a"	"TR02_54"	"TR02_54a"	"TR02_55"	"TR02_55a"	"TR02_56"	"TR02_56a"	"TR02_57"	"TR02_57a"	"TR02_58"	"TR02_58a"	"TR02_59"	"TR02_59a"	"TR02_60"	"TR02_60a"	"TR02_61"	"TR02_61a"	"TR02_62"	"TR02_62a"	"TR02_63"	"TR02_63a"	"TR02_64"	"TR02_64a"	"TR02_65"	"TR02_65a"	"TR02_66"	"TR02_66a"	"TR02_67"	"TR02_67a"	"TR02_68"	"TR02_68a"	"TR02_69"	"TR02_69a"	"TR02_70"	"TR02_70a"	"TR02_71"	"TR02_71a"	"TR02_72"	"TR02_72a"	"TR02_73"	"TR02_73a"	"TR02_74"	"TR02_74a"	"TR02_75"	"TR02_75a"	"TR02_76"	"TR02_76a"	"TR02_77"	"TR02_77a"	"TR02_78"	"TR02_78a"	"TR02_79"	"TR02_79a"	"TR02_80"	"TR02_80a"	"TR02_81"	"TR02_81a"	"TR02_82"	"TR02_82a"	"TR02_83"	"TR02_83a"	"TR02_84"	"TR02_84a"	"UR01_CP"	"UR01"	"UR02_CP"	"UR02"	"IV01_01"	"IV01_02"	"IV01_03"	"IV01_04"	"IV02_01"	"IV02_02"	"IV02_03"	"IV02_04"	"IV02_05"	"IV02_06"	"IV02_07"	"IV02_08"	"IV02_09"	"IV02_10"	"IV02_11"	"IV02_12"	"IV02_13"	"IV02_14"	"IV02_15"	"IV02_16"	"IV02_17"	"IV02_18"	"IV03_01"	"IV03_02"	"IV03_03"	"IV03_04"	"IV03_05"	"IV03_06"	"IV03_07"	"IV03_08"	"IV03_09"	"IV03_10"	"IV03_11"	"IV03_12"	"IV03_13"	"IV03_14"	"IV03_15"	"IV03_16"	"IV03_17"	"IV03_18"	"IV03_19"	"IV03_20"	"IV03_21"	"IV03_22"	"IV03_23"	"IV03_24"	"IV03_25"	"IV03_26"	"IV03_27"	"IV03_28"	"IV03_29"	"IV03_30"	"IV03_31"	"IV03_32"	"IV03_33"	"IV03_34"	"IV03_35"	"IV03_36"	"IV03_37"	"IV03_38"	"IV03_39"	"IV03_40"	"IV03_41"	"IV03_42"	"IV03_43"	"IV03_44"	"IV03_45"	"IV03_46"	"IV03_47"	"IV03_48"	"IV03_49"	"IV03_50"	"IV03_51"	"IV03_52"	"IV03_53"	"IV03_54"	"IV03_55"	"IV03_56"	"IV03_57"	"IV03_58"	"IV03_59"	"IV03_60"	"IV03_61"	"IV03_62"	"IV03_63"	"IV03_64"	"IV03_65"	"IV03_66"	"IV03_67"	"IV03_68"	"IV03_69"	"IV03_70"	"IV03_71"	"IV03_72"	"IV03_73"	"IV03_74"	"IV03_75"	"IV03_76"	"IV03_77"	"IV03_78"	"IV03_79"	"IV03_80"	"IV03_81"	"IV03_82"	"IV03_83"	"IV03_84"	"IV04_REF"	"DV01_01"	"DV02_01"	"DV02_02"	"DV04_01"	"DV04_02"	"DV05_01"	"DV05_02"	"DV03_01"	"DV03_02"	"DM01"	"DM02"	"DM03"	"DM04_01"	"DM06"	"DM07"	"TIME001"	"TIME002"	"TIME003"	"TIME004"	"TIME005"	"TIME006"	"TIME007"	"TIME008"	"TIME009"	"TIME010"	"TIME011"	"TIME012"	"TIME013"	"TIME014"	"TIME015"	"TIME016"	"TIME017"	"TIME018"	"TIME_SUM"	"MAILSENT"	"LASTDATA"	"FINISHED"	"Q_VIEWER"	"LASTPAGE"	"MAXPAGE"	"MISSING"	"MISSREL"	"TIME_RSI"	"DEG_TIME"
10			"base"	"debug"	2018-02-20 15:07:30	1	2720	1	1588	1	1518	1	1507	1	1622	1	1427	-9	-1																					1	1639	2	1492	-9	-1																																																																																																																																																																			0	2	0	2	"68"	"110001010000001000000001001000100101001100000000010010000110001000100100010010000000010000011000"	"0100000000000000001001010001100001000011000000000011000110100011111000001000000010001000"	"Forced1lossForced2lossForced2lossForced2winForced2lossForced2winForced2lossForced2winForced1lossForced2lossForced2lossForced1lossForced2lossForced1winForced2lossForced2lossLastForcedIntro5"	"3"	"5"	"5"	"12"	"5"	"12"													"3"	"9"	"1"																																																																																	"11"	"https://www.soscisurvey.de/admin/index.php?o=Questionnaire"	12	87	33	-9	-9	-9	-9	60	70	-9	-9	-9		-9	-9	2	1	1	1	1		3	4	10		2	5	4	4	9	5	10		62		2018-02-20 15:08:32	F	F	17	17	48	48	2.6	241
12			"base"	"interview"	2018-02-20 15:14:58	1	8195	1	14120	1	6666	1	14850	1	5409	1	4857	1	4272	1	5800	1	4763	1	4316	1	6071	1	4008	1	2086	1	3279	1	3172	1	4401			1	3476	1	4884	1	2404	2	3687	2	3894	2	6486	2	3424	1	29742	1	2424	2	6348	1	1867	2	1979	2	2260	1	1958	2	2028	2	1754	2	1793	2	1842	2	1720	2	1630	2	1518	2	1797	2	1884	2	2647	2	1611	1	1940	1	1638	1	2998	1	5784	2	4900	2	1619	2	1620	2	1519	1	1877	1	1840	1	1675	1	1946	2	2513	1	1688	2	1548	2	2633	2	1700	1	1598	2	1709	1	1766	2	1855	1	1534	1	1635	2	2107	2	1506	2	1496	2	2111	2	1496	2	1509	2	1717	1	1523	1	1598	1	1953	1	1502	1	1889	1	1591	2	2688	2	2475	1	1770	2	1726	2	3291	2	3863	1	1709	2	3306	1	1723	1	1637	1	7641	2	1657	2	2663	1	1845	1	1787	2	3323	2	1533	2	1623	2	4142	2	2693	1	1947	2	1736	2	10673	0	2	0	1	"445"	"0010000000000010000000011000010010000111010000000110100100000001110000100001101001000000"	"110101000110001000000011110000000001000001000100100000011001000000001001001000000100000000000110"	"Forced1winForced1lossForced1lossForced1lossForced1lossForced1winForced1winForced1lossForced2lossForced2lossForced1lossForced1lossForced1lossForced1lossForced2winForced2lossLastForcedIntro5"	"12"	"4"	"5"	"1"	"3"	"10"	"10"	"1"	"1"	"4"	"3"	"5"	"3"	"4"	"9"	"3"			"4"	"2"	"3"	"9"	"11"	"9"	"4"	"9"	"1"	"1"	"1"	"1"	"9"	"3"	"2"	"3"	"1"	"10"	"8"	"1"	"2"	"2"	"8"	"1"	"5"	"1"	"2"	"4"	"2"	"1"	"5"	"3"	"4"	"1"	"1"	"3"	"1"	"9"	"8"	"3"	"11"	"12"	"8"	"4"	"2"	"3"	"2"	"4"	"1"	"1"	"2"	"5"	"1"	"3"	"1"	"2"	"4"	"2"	"5"	"8"	"10"	"1"	"12"	"4"	"5"	"2"	"2"	"1"	"1"	"3"	"4"	"12"	"5"	"10"	"2"	"4"	"8"	"2"	"4"	"12"	"5"	"3"	"4"	"2"	"https://www.prolific.ac/submissions/5a8c2d5af1408d000176b80d"	83	12	65	20	62	15	66	19	59	12	1	2	"5a86c57bf1408d0001768e15"	2	4	7	49	35	15	10	20	70	4	15	7	13	299	2	9	25	15	13	2	553		2018-02-20 15:25:11	T	F	18	18	0	0	1.13	16
13			"base"	"interview"	2018-02-20 15:20:49	1	5500	1	6100	1	5100	1	6400	1	4000	1	4400	1	3400	1	4000	1	4700	1	5200	1	4500	1	3700	1	3900	1	3100	1	3800	1	4300			1	2600	1	3500	1	3100	1	3100	1	2900	1	2700	1	3200	1	3500	2	2500	2	3100	2	2700	2	2700	2	2100	2	2300	2	2300	2	2000	1	1900	1	2900	1	1700	1	2200	1	1800	1	1800	1	1600	1	1700	1	1800	1	1700	1	1800	1	1800	1	1900	1	2000	1	1900	1	1900	1	1900	1	2000	1	1900	1	1700	1	1700	1	2400	1	2000	1	2200	1	2100	1	1900	1	1800	1	2000	2	2200	2	2400	2	1800	2	1700	2	1900	2	1900	2	1800	2	1900	2	1900	2	1900	2	2000	2	1900	2	1900	2	1800	2	2000	2	1700	2	1800	2	2300	2	1900	1	2100	1	2000	1	1700	1	1700	1	1600	1	1700	1	1900	1	1900	1	1600	-9	-1	1	4600	1	2300	1	2400	1	1800	1	2000	1	1900	1	2100	1	2200	1	2400	1	2300	1	4100	0	1	0	2	"845"	"110110101011101111011101111011111101111111110111110111111101101111101111101011011001110010100111"	"1001110011011111011111011011101101111111101011011011101111101100111111111111011011101011"	"Forced2lossForced1winForced2winForced2lossForced1winForced1lossForced2winForced2winForced2winForced2lossForced1winForced2winForced2winForced2winForced2winForced2winLastForcedIntro5"	"3"	"9"	"12"	"1"	"12"	"2"	"9"	"8"	"11"	"4"	"12"	"9"	"8"	"9"	"9"	"9"			"12"	"12"	"10"	"5"	"10"	"8"	"2"	"11"	"5"	"9"	"5"	"1"	"10"	"10"	"10"	"2"	"5"	"10"	"5"	"11"	"8"	"11"	"1"	"10"	"8"	"11"	"12"	"3"	"12"	"8"	"9"	"5"	"10"	"12"	"9"	"10"	"1"	"9"	"11"	"11"	"12"	"11"	"8"	"5"	"10"	"8"	"10"	"4"	"12"	"9"	"10"	"10"	"10"	"5"	"12"	"8"	"9"	"10"	"9"	"1"	"8"	"11"	"2"	"10"	"9"	"8"	"12"	"9"	"12"	"9"	"10"	"8"	"4"	"12"	"9"	"11"	"9"	"10"	"10"	"2"	"8"	"8"	"8"	"10"	"https://www.prolific.ac/submissions/5a8c2eb98fe2dc00010636f9"	17	81	61	61	61	21	21	61	61	33	1	2	"5a81fbb22a842c0001fc9cde"	2	4	30	44	40	19	16	16	5	43	20	5	9	244	5	13	51	71	19	6	610		2018-02-20 15:31:45	T	F	18	18	1	1	0.79	4
14			"base"	"interview"	2018-02-20 15:26:59	1	5649	1	9112	1	9395	1	6266	1	5831	1	5454	1	4057	1	3285	1	4367	1	2548	1	4355	1	2149	1	2457	1	1840	1	2090	1	2991			1	3111	1	2236	1	1929	1	2650	1	2091	1	2197	2	2344	2	3119	2	1996	1	1741	1	1653	1	1656	1	1858	1	2041	1	1992	2	1932	2	2059	1	2230	1	1638	1	2295	2	2841	2	1963	2	2036	1	1941	1	1601	1	1693	2	2136	2	1735	2	1714	2	2049	2	1592	2	2115	2	1857	2	1578	2	1663	2	1622	2	1668	1	2489	1	1603	1	1542	1	1633	1	1563	1	1564	1	1631	1	1594	2	1594	2	1512	2	1627	2	1548	2	1613	2	2100	2	1625	2	2143	1	2368	1	2025	1	1662	1	1593	1	1517	1	1762	1	1972	2	1567	2	1657	2	1788	2	1602	2	1629	2	1656	2	1802	1	2102	1	1791	1	1361	1	1580	2	2751	1	2309	1	2038	2	1657	2	1593	2	1604	1	2034	1	1504	1	1439	2	1972	2	1529	2	1787	1	3573	1	2	1	1	"501"	"0010011011101000100000000001000100001000000100100001010001000110000000010000101000000100"	"000010001100100000000010001100101110000000000000001100100000001110011001100000000000001000011000"	"Forced1lossForced1lossForced1lossForced1lossForced2lossForced1winForced2lossForced2lossForced1lossForced2winForced1winForced1lossForced1lossForced1lossForced1winForced1lossLastForcedIntro5"	"5"	"4"	"5"	"1"	"2"	"8"	"4"	"4"	"5"	"11"	"11"	"3"	"4"	"5"	"9"	"4"			"1"	"5"	"3"	"12"	"2"	"4"	"10"	"3"	"3"	"2"	"10"	"4"	"12"	"11"	"11"	"3"	"1"	"8"	"10"	"1"	"1"	"5"	"5"	"3"	"3"	"8"	"1"	"8"	"8"	"3"	"2"	"12"	"2"	"5"	"3"	"4"	"4"	"1"	"5"	"4"	"4"	"3"	"2"	"3"	"5"	"4"	"4"	"5"	"4"	"10"	"2"	"2"	"2"	"9"	"1"	"10"	"5"	"2"	"2"	"10"	"2"	"8"	"5"	"5"	"8"	"1"	"12"	"8"	"5"	"5"	"3"	"12"	"12"	"4"	"4"	"5"	"3"	"3"	"3"	"4"	"2"	"2"	"2"	"4"	"https://www.prolific.ac/submissions/5a8c3028000dab00018cd3a8"	27	18	24	30	14	9	3	13	18	24	2	2	"59661ea6135b5e0001929fff"	2	3	8	25	25	10	8	14	51	3	15	4	9	215	3	9	27	28	22	4	480		2018-02-20 15:34:59	T	F	18	18	0	0	1.15	16
15			"base"	"interview"	2018-02-20 15:27:50	1	9326	1	16390	1	7923	1	17349	1	4613	1	3856	1	18027	1	16313	1	2443	1	2412	1	2240	1	3161	1	3957	1	6339	1	2769	1	2511			2	4361	2	3483	2	2566	2	1818	1	2695	2	2073	2	2036	2	1911	2	1867	1	2862	1	2065	1	4122	1	1548	1	2121	1	1863	1	1979	1	1836	2	2064	2	2094	2	1807	2	1910	1	3098	1	2247	1	2190	1	1830	1	1912	1	2418	1	1969	1	2609	1	2218	2	2581	1	3621	1	2170	2	4500	2	2761	2	2244	1	2040	1	3998	1	2790	1	2075	1	3910	2	4222	2	10312	1	15356	1	8809	1	4020	2	4197	1	3011	1	2656	2	3709	2	5313	2	5887	2	7405	1	2581	1	3178	1	5714	2	2555	2	2444	2	13017	2	2268	2	5825	2	2157	2	2321	1	2233	2	5228	2	4123	2	2543	2	2942	2	2708	2	2358	2	2930	2	2162	2	4380	2	3388	1	9458	1	2643	2	2971	2	2992	1	3939	2	2344	2	2447	2	2182	2	2212	2	2481	1	1	1	2	"804"	"011111110111111110101111011010110010011111111111000110011011010111111011110111111111110011111110"	"1111111011100110100111011111101111111110100111101111111111111111110011101010100001011111"	"Forced2winForced2winForced2lossForced2winForced2winForced1winForced2winForced2winForced2winForced1winForced1lossForced2lossForced1winForced2winForced2winForced2lossLastForcedIntro5"	"11"	"9"	"2"	"9"	"8"	"10"	"9"	"9"	"11"	"10"	"4"	"1"	"12"	"8"	"9"	"2"			"1"	"12"	"10"	"11"	"9"	"1"	"8"	"9"	"11"	"3"	"11"	"11"	"9"	"11"	"11"	"12"	"11"	"3"	"9"	"10"	"12"	"3"	"11"	"11"	"11"	"12"	"8"	"10"	"11"	"10"	"2"	"1"	"8"	"1"	"12"	"11"	"5"	"9"	"9"	"8"	"11"	"2"	"10"	"5"	"11"	"9"	"3"	"4"	"9"	"2"	"9"	"8"	"12"	"4"	"11"	"8"	"3"	"12"	"10"	"8"	"9"	"10"	"9"	"3"	"1"	"10"	"12"	"12"	"8"	"9"	"10"	"9"	"8"	"8"	"1"	"10"	"1"	"11"	"4"	"1"	"2"	"10"	"10"	"11"	"https://www.prolific.ac/submissions/5a8c3057eea3d300016ea2d7"	81	31	81	41	65	59	87	76	79	26	2	2	"59b6742311212f0001cd0ded"	2	3	18	80	94	12	28	12	3	101	15	3	8	343	9	22	55	27	22	3	642		2018-02-20 15:42:06	T	F	18	18	0	0	0.84	11
16			"base"	"interview"	2018-02-20 15:28:31	1	5730	1	4114	1	3837	1	4001	1	2809	1	3026	1	4300	1	3924	1	4254	1	2640	1	2597	1	3155	1	3217	1	2391	1	2412	1	2655			1	4667	1	6908	1	4090	1	3740	1	2567	1	2295	1	2443	1	2656	1	4146	1	4027	1	3214	1	6886	1	2771	1	2919	1	1924	1	1688	1	1849	1	1856	1	1705	1	2605	1	1737	1	1834	1	1695	1	1702	1	1645	1	1589	1	1604	1	1627	1	1730	1	1668	1	1629	1	1597	1	1665	1	1607	1	1703	1	1792	1	1640	1	1911	1	1590	1	1704	1	1591	1	1693	1	1612	1	1631	1	1638	1	1758	1	1877	1	1715	1	1654	1	1612	1	1599	1	1576	1	1569	1	1682	1	1699	1	1563	1	1724	1	1604	1	1607	1	1625	1	1644	1	1679	1	1665	1	1952	1	1595	1	1579	1	1599	1	1638	1	1589	1	1580	1	1582	1	1683	1	1161	1	1634	1	1662	1	1685	1	1744	1	1588	1	1698	1	1723	1	1835	1	1906	1	1796	1	3905	2	1	2	1	"844"	"0011111000110111110011111110101111001011011111111101111111111010111011101011111011110111"	"111111100101110101011101010111101101111111111000011111001111111110111111011000111011101111111111"	"Forced1winForced1winForced2winForced1winForced1winForced1lossForced1winForced2lossForced1winForced1lossForced1winForced2winForced1winForced1winForced2winForced1lossLastForcedIntro5"	"11"	"9"	"9"	"12"	"9"	"2"	"10"	"1"	"12"	"2"	"10"	"10"	"12"	"10"	"9"	"2"			"3"	"3"	"2"	"12"	"11"	"9"	"10"	"10"	"5"	"1"	"5"	"8"	"10"	"3"	"9"	"8"	"8"	"11"	"12"	"4"	"3"	"9"	"9"	"11"	"11"	"9"	"11"	"12"	"3"	"8"	"2"	"9"	"8"	"12"	"12"	"3"	"4"	"10"	"2"	"12"	"10"	"4"	"12"	"8"	"10"	"12"	"10"	"9"	"8"	"11"	"8"	"4"	"11"	"12"	"12"	"11"	"11"	"9"	"12"	"10"	"8"	"10"	"5"	"10"	"2"	"8"	"12"	"11"	"5"	"11"	"10"	"12"	"4"	"11"	"2"	"11"	"11"	"10"	"10"	"11"	"3"	"9"	"10"	"11"	"https://www.prolific.ac/submissions/5a8c30868fe2dc000106373b"	1	74	32	69	27	70	20	73	18	17	2	2	"5a19928ea383a100011b6164"	2	5	16	31	29	6	14	42	10	11	5	3	12	242	4	8	38	32	13	3	519		2018-02-20 15:37:11	T	F	18	18	0	0	1.11	11
17			"base"	"interview"	2018-02-20 15:30:21	1	4236	1	7272	1	6618	1	3806	1	4106	1	4549	1	4413	1	5192	1	8392	1	3238	1	2104	1	3424	1	2895	1	6789	1	2598	1	5732			1	5403	2	3107	2	7460	2	2144	2	2494	2	2933	2	2425	1	3925	2	3085	2	1985	2	1883	2	2720	2	2117	2	3800	2	2265	2	2666	2	3420	2	5124	2	2779	2	1783	2	1646	2	1682	2	1782	2	1783	2	1805	2	1910	2	1621	2	2054	2	1639	2	2016	2	1553	1	2075	2	2885	2	1626	1	2160	2	2035	2	1519	2	1676	2	2382	2	1878	2	1771	2	2660	2	1781	2	2100	1	2006	1	2358	2	1850	1	4856	1	3399	2	1857	1	2843	1	1832	2	1955	1	2365	1	1725	2	1862	2	1951	1	1794	1	1669	2	2249	2	1785	2	2147	1	2020	1	1926	2	1659	2	2739	1	3181	1	1572	2	1579	1	1916	2	2103	1	2278	1	2249	2	1759	1	1987	1	1520	2	2023	1	1952	1	1616	2	1773	2	1791	1	1674	2	2040	1	6087	2	2	2	2	"469"	"001000000000010000001001010000000000000011011000000100110101010011010000011001000000001100000001"	"1000010000001010000100100011000001000000111000000101100000000100000100100110000000101000"	"Forced2lossForced2winForced2lossForced2lossForced1lossForced2winForced2lossForced1lossForced1winForced2lossForced2lossForced2lossForced1lossForced2lossForced2winForced2lossLastForcedIntro5"	"1"	"9"	"1"	"1"	"3"	"11"	"5"	"4"	"12"	"5"	"4"	"2"	"4"	"2"	"8"	"3"			"5"	"5"	"9"	"3"	"3"	"4"	"1"	"10"	"4"	"4"	"2"	"1"	"4"	"1"	"4"	"12"	"1"	"10"	"2"	"2"	"2"	"4"	"12"	"2"	"1"	"10"	"5"	"3"	"2"	"10"	"12"	"2"	"12"	"2"	"4"	"4"	"3"	"2"	"9"	"1"	"5"	"1"	"1"	"1"	"3"	"1"	"3"	"12"	"5"	"4"	"10"	"2"	"5"	"11"	"5"	"3"	"2"	"5"	"1"	"8"	"4"	"2"	"2"	"4"	"2"	"3"	"11"	"2"	"4"	"3"	"5"	"9"	"2"	"8"	"11"	"4"	"4"	"3"	"9"	"1"	"3"	"3"	"10"	"3"	"https://www.prolific.ac/submissions/5a8c30eff49c9a0001f3bbd3"	71	26	34	1	1	1	1	2	3	17	2	2	"5942aba32a05040001c90f00"	2	4	19	49	50	9	30	9	14	17	47	5	7	259	2	8	35	18	28	2	608		2018-02-20 15:40:29	T	F	18	18	0	0	0.95	7
18			"base"	"interview"	2018-02-20 15:30:49	1	4731	1	12351	1	9299	1	4691	1	6352	1	5525	1	3819	1	3664	1	7789	1	3817	1	5474	1	9491	1	3139	1	7028	1	3755	1	3142			2	3900	2	4479	1	3793	1	2392	1	2358	1	1836	2	2430	2	2105	2	2499	2	2048	1	2475	1	1863	1	2249	1	2238	1	2630	2	1813	2	2101	2	2199	2	2104	2	2323	2	1786	1	1907	1	1901	1	1557	2	2347	2	1789	2	1521	2	1486	2	1964	1	1773	1	1498	1	1491	1	1480	2	1571	2	1721	1	1441	2	1491	1	1536	2	1477	1	1698	1	1407	2	1447	1	1477	2	1466	1	1532	2	1437	1	1518	1	1838	2	1442	1	1405	2	1378	1	1390	1	2457	2	1624	1	1424	2	1509	2	1674	1	1586	2	1429	1	1404	2	1746	2	1398	1	1482	1	1330	2	1885	1	1619	1	1398	2	1879	1	2130	2	1498	2	1122	1	1529	2	1438	1	1416	1	1451	2	1421	1	1496	2	1492	1	1408	2	1499	1	1512	2	1604	1	1511	2	5103	3	1	3	2	"817"	"111011110110101011011101101111010111011111111011111111111001010101101111010111110011110111110111"	"0011110011101111011101111110110111000111111011111011001111111111110101111101111100110111"	"Forced2winForced2winForced2winForced2lossForced2lossForced2winForced2winForced2winForced1lossForced2winForced1winForced1winForced1winForced2lossForced2winForced2winLastForcedIntro5"	"12"	"8"	"9"	"2"	"5"	"10"	"9"	"12"	"4"	"8"	"12"	"11"	"8"	"3"	"9"	"10"			"8"	"1"	"1"	"12"	"8"	"9"	"4"	"10"	"10"	"8"	"8"	"10"	"10"	"9"	"10"	"2"	"2"	"5"	"11"	"10"	"11"	"1"	"8"	"12"	"2"	"10"	"8"	"9"	"9"	"4"	"8"	"4"	"11"	"2"	"11"	"8"	"11"	"10"	"9"	"5"	"2"	"12"	"12"	"9"	"11"	"11"	"12"	"5"	"11"	"10"	"10"	"10"	"4"	"9"	"8"	"10"	"5"	"8"	"9"	"9"	"12"	"3"	"11"	"3"	"10"	"8"	"3"	"12"	"12"	"9"	"3"	"5"	"10"	"5"	"4"	"8"	"11"	"11"	"9"	"9"	"9"	"11"	"10"	"8"	"https://www.prolific.ac/submissions/5a8c310a8fe2dc0001063746"	44	52	49	32	34	58	48	12	11	20	1	2	"59f873de07e3780001ccd6e4"	2	4	24	43	48	11	16	20	8	57	21	5	7	214	6	11	31	35	20	5	582		2018-02-20 15:40:31	T	F	18	18	0	0	0.81	3
19			"base"	"interview"	2018-02-20 15:31:09	1	7667	1	12128	1	10140	1	9003	1	10233	1	8729	1	20021	1	12236	1	9887	1	9437	1	12720	1	6201	1	12223	1	15037	1	5094	1	12694			2	6820	2	4653	2	8327	1	3738	1	9656	2	2832	2	3530	1	2204	1	3727	2	2286	1	4178	2	2035	2	2050	2	2521	1	3716	2	2069	2	2806	2	2046	2	1988	2	1763	1	1775	2	1915	2	1794	1	2359	1	1776	1	2358	2	2189	2	2015	2	1972	1	2183	2	3852	2	2959	1	1953	1	1904	2	1898	1	2444	1	1818	2	2422	1	2453	2	2002	1	2443	2	1797	2	2284	1	1787	2	2119	1	1994	2	2152	1	2050	2	1695	1	1643	2	1825	1	1868	2	1741	1	1916	2	1781	1	2056	2	1831	1	2044	2	1788	1	1757	1	2182	2	1712	2	1981	1	1695	2	1719	1	1864	2	2172	1	3221	2	2858	1	1700	2	2263	1	1989	2	1732	1	1952	2	2086	1	1849	2	1729	1	1812	2	1716	1	1646	2	1894	1	1921	2	1794	1	1897	3	2	3	1	"478"	"1000000010000010001010000000010000010001001001001100000010100101110100010000000010000100"	"000100000101000000010111000101000000100000100000001000010100000110000010110000001000001110000010"	"Forced1lossForced2winForced1winForced1lossForced2lossForced1lossForced1lossForced1lossForced1lossForced2lossForced1lossForced1lossForced1lossForced1winForced1winForced2lossLastForcedIntro5"	"2"	"12"	"12"	"3"	"4"	"4"	"5"	"3"	"1"	"1"	"4"	"3"	"2"	"10"	"8"	"2"			"5"	"4"	"2"	"1"	"12"	"5"	"8"	"5"	"1"	"3"	"4"	"5"	"3"	"5"	"3"	"2"	"11"	"5"	"8"	"5"	"2"	"4"	"2"	"2"	"2"	"9"	"4"	"5"	"5"	"1"	"5"	"9"	"2"	"2"	"1"	"9"	"2"	"12"	"12"	"3"	"12"	"3"	"3"	"1"	"3"	"2"	"11"	"10"	"5"	"4"	"8"	"11"	"5"	"1"	"5"	"2"	"5"	"4"	"3"	"2"	"4"	"2"	"1"	"2"	"3"	"12"	"5"	"3"	"12"	"3"	"1"	"3"	"5"	"4"	"1"	"5"	"3"	"11"	"4"	"5"	"10"	"3"	"4"	"2"	"https://www.prolific.ac/submissions/5a8c31245292b80001233407"	52	51	51	1	1	1	1	26	26	29	2	2	"59c38ae8c458e800017b5bea"	2	4	8	49	24	20	11	33	106	13	36	9	47	272	3	8	33	27	17	4	584		2018-02-20 15:43:10	T	F	18	18	0	0	0.8	3
